Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_316.jpg;-5.229047;0.8030558;0;2.317909;101.9184;81.64656;1.306992;303.3959;0.001180329
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_366.jpg;-7.501817;0.6515378;0;2.337369;101.9676;81.56705;1.294701;302.8782;-0.002575505
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_416.jpg;-9.728957;0.5030618;0;2.359203;102.0389;81.44572;1.242564;301.8136;359.9549
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_467.jpg;-12.00474;0.3513428;0;2.36819;102.084;81.36363;1.177084;300.8953;359.8922
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_516.jpg;-14.25299;0.2014599;0;2.372804;102.1475;81.23917;1.022197;299.2509;359.7438
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_566.jpg;-15;0.05318201;0;2.37051;102.1868;81.15576;0.8732465;298.0153;359.614
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_616.jpg;-15;0;0;2.361746;102.2414;81.03056;0.5852699;296.1278;359.3835
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_667.jpg;-15;0;0;2.354757;102.2752;80.947;0.3616751;294.8792;359.2068
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_717.jpg;-15;0;0;2.343736;102.3218;80.82148;-0.005428266;293.0267;358.9124
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_766.jpg;-15;0;0;2.33655;102.352;80.73683;359.8112;291.842;358.7594
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_816.jpg;-15;0;0;2.325438;102.3974;80.60717;359.726;290.1879;358.7193
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_866.jpg;-15;0;0;2.316394;102.4259;80.51917;359.7514;289.0811;358.7654
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_916.jpg;-15;0;0;2.303048;102.4652;80.38461;359.9053;287.4021;358.9075
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_16_966.jpg;-15;0;0;2.287076;102.4866;80.29398;0.03105939;286.1997;358.9558
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_016.jpg;-15;0;0;2.276815;102.5138;80.15966;0.09255588;284.2911;358.9799
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_067.jpg;-14.28369;0.1472071;0;2.272127;102.5293;80.0705;0.09212331;283.0195;358.9695
/Users/charlescostello/Personal/REND/RoboND-Rover-Project/dataset/IMG/robocam_2018_09_22_13_41_17_116.jpg;-11.98644;0.300357;0;2.274616;102.55;79.93694;0.04530464;281.2914;358.9489
